"loan_amount","borrower_income","borrower_race","bank_action"
96000,40000,"W","denied"
127000,78000,"W","approved"
104000,42000,"W","approved"
98000,19000,"B","denied"
266000,58000,"B","approved"
97000,54000,"W","denied"
85000,40000,"W","approved"
65000,21000,"W","approved"
160000,56000,"B","approved"
186000,90000,"B","denied"
86000,31000,"B","denied"
160000,88000,"B","approved"
326000,194000,"W","approved"
144000,59000,"W","approved"
130000,57000,"W","approved"
213000,78000,"B","approved"
280000,186000,"W","approved"
75000,123000,"W","approved"
218000,125000,"W","approved"
64000,26000,"W","approved"
62000,33000,"W","approved"
160000,50000,"W","approved"
138000,64000,"W","approved"
106000,28000,"W","denied"
64000,11000,"W","approved"
108000,29000,"W","approved"
203000,183000,"W","denied"
112000,42000,"W","approved"
72000,53000,"B","denied"
67000,19000,"W","approved"
110000,77000,"W","denied"
80000,89000,"W","approved"
180000,75000,"W","approved"
131000,40000,"W","approved"
79000,27000,"O","approved"
650000,841000,"B","approved"
90000,118000,"W","approved"
59000,32000,"W","approved"
111000,81000,"W","approved"
220000,49000,"B","denied"
124000,26000,"W","approved"
91000,54000,"A","approved"
1e+05,37000,"W","approved"
417000,465000,"W","approved"
184000,136000,"W","approved"
84000,18000,"W","approved"
206000,79000,"W","approved"
41000,16000,"W","approved"
129000,56000,"W","approved"
102000,27000,"W","approved"
108000,53000,"W","approved"
108000,28000,"W","approved"
150000,51000,"B","approved"
176000,89000,"W","approved"
122000,119000,"W","approved"
120000,111000,"B","approved"
70000,81000,"W","approved"
417000,127000,"W","approved"
180000,98000,"W","approved"
98000,75000,"W","denied"
153000,127000,"W","approved"
75000,64000,"W","approved"
880000,270000,"W","approved"
234000,125000,"W","approved"
20000,14000,"W","approved"
108000,58000,"W","approved"
376000,150000,"W","approved"
286000,223000,"W","approved"
61000,25000,"B","approved"
30000,19000,"W","approved"
40000,57000,"B","approved"
62000,31000,"W","approved"
56000,75000,"W","approved"
54000,40000,"W","approved"
8000,54000,"W","approved"
30000,49000,"B","approved"
108000,26000,"O","approved"
40000,60000,"W","approved"
144000,44000,"W","approved"
49000,54000,"W","approved"
64000,30000,"W","approved"
76000,28000,"W","denied"
96000,153000,"B","approved"
38000,19000,"A","approved"
68000,39000,"B","approved"
64000,44000,"W","approved"
144000,169000,"W","approved"
64000,21000,"A","approved"
36000,40000,"W","approved"
350000,204000,"W","approved"
27000,11000,"W","approved"
35000,25000,"W","approved"
53000,99000,"W","approved"
140000,59000,"W","approved"
182000,41000,"W","approved"
84000,37000,"O","denied"
102000,51000,"W","approved"
128000,72000,"W","approved"
206000,92000,"W","approved"
105000,52000,"W","approved"
140000,44000,"W","denied"
25000,78000,"W","approved"
110000,75000,"B","approved"
71000,19000,"B","approved"
102000,28000,"W","approved"
52000,22000,"O","denied"
1e+05,68000,"W","approved"
80000,51000,"W","approved"
141000,53000,"A","approved"
76000,32000,"W","approved"
46000,30000,"W","approved"
117000,154000,"W","approved"
220000,128000,"W","approved"
347000,95000,"W","approved"
1272000,690000,"W","approved"
564000,520000,"W","approved"
612000,220000,"W","approved"
225000,65000,"W","approved"
450000,150000,"W","approved"
248000,85000,"W","approved"
1e+06,608000,"W","approved"
149000,40000,"W","denied"
3e+05,85000,"W","approved"
169000,38000,"B","approved"
256000,78000,"W","denied"
123000,44000,"W","approved"
105000,56000,"W","approved"
52000,66000,"W","approved"
215000,92000,"W","approved"
169000,45000,"W","approved"
76000,46000,"W","approved"
108000,54000,"W","approved"
250000,75000,"W","approved"
309000,115000,"W","approved"
67000,19000,"W","approved"
35000,32000,"B","approved"
122000,58000,"W","approved"
195000,121000,"W","approved"
85000,83000,"W","approved"
138000,61000,"W","approved"
62000,65000,"W","approved"
108000,30000,"W","denied"
34000,49000,"W","approved"
104000,114000,"W","approved"
149000,76000,"W","approved"
84000,20000,"W","approved"
55000,27000,"W","approved"
51000,25000,"W","approved"
44000,25000,"W","approved"
280000,95000,"W","approved"
90000,47000,"W","approved"
129000,74000,"W","approved"
152000,18000,"W","approved"
93000,33000,"W","denied"
174000,68000,"W","approved"
79000,17000,"O","approved"
85000,43000,"W","approved"
107000,36000,"W","approved"
50000,12000,"W","approved"
126000,52000,"W","approved"
108000,86000,"B","denied"
40000,36000,"B","approved"
110000,24000,"W","approved"
40000,26000,"W","approved"
92000,113000,"W","approved"
216000,90000,"B","approved"
84000,42000,"W","approved"
144000,60000,"W","denied"
85000,29000,"W","approved"
144000,42000,"W","approved"
41000,18000,"A","approved"
72000,93000,"B","approved"
38000,78000,"W","approved"
166000,50000,"W","approved"
36000,16000,"W","approved"
109000,36000,"W","approved"
114000,47000,"W","approved"
126000,54000,"W","approved"
183000,97000,"B","approved"
28000,29000,"W","approved"
134000,44000,"B","approved"
136000,42000,"W","approved"
82000,39000,"W","approved"
24000,74000,"B","denied"
83000,31000,"W","approved"
58000,30000,"O","approved"
190000,59000,"W","approved"
50000,36000,"W","approved"
88000,36000,"W","approved"
45000,22000,"A","approved"
67000,45000,"W","approved"
74000,37000,"A","approved"
80000,33000,"W","approved"
143000,69000,"W","denied"
36000,46000,"W","denied"
216000,92000,"W","approved"
38000,11000,"W","denied"
59000,47000,"W","approved"
38000,41000,"W","approved"
26000,21000,"W","approved"
66000,34000,"W","approved"
90000,27000,"A","approved"
22000,19000,"W","approved"
74000,59000,"W","approved"
214000,92000,"W","approved"
98000,32000,"W","approved"
68000,90000,"W","approved"
87000,76000,"W","approved"
86000,35000,"W","denied"
44000,24000,"W","approved"
92000,46000,"W","approved"
74000,23000,"B","approved"
65000,88000,"W","denied"
80000,45000,"W","denied"
70000,52000,"W","approved"
2e+05,86000,"W","approved"
76000,124000,"W","denied"
27000,32000,"W","approved"
117000,57000,"B","approved"
195000,43000,"O","approved"
171000,46000,"B","approved"
122000,30000,"W","approved"
78000,44000,"W","approved"
52000,36000,"W","approved"
122000,64000,"W","approved"
208000,45000,"W","approved"
54000,25000,"W","approved"
84000,160000,"W","approved"
113000,57000,"W","approved"
141000,62000,"W","approved"
142000,84000,"B","denied"
201000,158000,"W","approved"
290000,98000,"W","approved"
95000,65000,"W","approved"
63000,27000,"W","approved"
128000,112000,"W","approved"
131000,74000,"W","approved"
228000,126000,"W","approved"
115000,54000,"W","approved"
254000,104000,"W","approved"
62000,48000,"W","approved"
30000,54000,"W","approved"
104000,40000,"W","denied"
65000,23000,"W","approved"
124000,56000,"B","approved"
114000,58000,"O","approved"
97000,30000,"W","approved"
157000,46000,"B","approved"
128000,73000,"W","approved"
79000,36000,"A","approved"
40000,50000,"W","denied"
34000,37000,"W","approved"
106000,78000,"W","approved"
40000,27000,"W","approved"
133000,94000,"W","approved"
40000,39000,"W","approved"
235000,40000,"B","denied"
128000,38000,"W","approved"
59000,34000,"B","approved"
66000,42000,"B","approved"
52000,15000,"W","approved"
52000,29000,"W","approved"
125000,82000,"W","approved"
50000,24000,"W","approved"
124000,49000,"W","approved"
39000,31000,"W","approved"
225000,62000,"W","denied"
89000,33000,"W","approved"
48000,24000,"W","approved"
97000,74000,"W","approved"
101000,34000,"B","denied"
180000,37000,"W","approved"
38000,22000,"A","approved"
24000,20000,"W","approved"
86000,40000,"W","approved"
103000,25000,"A","approved"
223000,121000,"W","approved"
157000,62000,"W","approved"
120000,58000,"W","approved"
122000,41000,"W","approved"
220000,151000,"W","approved"
1e+05,40000,"W","approved"
63000,30000,"W","denied"
293000,91000,"W","approved"
69000,22000,"A","approved"
220000,52000,"W","approved"
99000,35000,"A","approved"
76000,49000,"B","approved"
96000,68000,"W","approved"
1e+05,49000,"W","approved"
133000,173000,"W","approved"
157000,78000,"W","approved"
132000,60000,"W","approved"
97000,43000,"W","denied"
86000,69000,"W","approved"
202000,38000,"A","denied"
133000,52000,"B","approved"
49000,24000,"O","approved"
58000,58000,"W","approved"
244000,92000,"W","approved"
92000,38000,"B","approved"
143000,90000,"W","approved"
137000,81000,"W","approved"
204000,58000,"W","approved"
171000,94000,"W","approved"
74000,25000,"O","approved"
151000,46000,"W","approved"
108000,55000,"W","approved"
86000,38000,"W","approved"
92000,70000,"W","approved"
95000,27000,"W","approved"
236000,74000,"B","denied"
126000,47000,"W","approved"
231000,51000,"W","approved"
125000,42000,"W","denied"
102000,35000,"W","approved"
74000,44000,"W","approved"
64000,18000,"W","approved"
85000,26000,"W","approved"
79000,19000,"B","approved"
56000,57000,"W","approved"
360000,132000,"W","approved"
104000,31000,"B","approved"
52000,50000,"W","approved"
94000,65000,"W","approved"
80000,31000,"B","approved"
60000,44000,"W","approved"
64000,26000,"B","approved"
157000,52000,"B","approved"
257000,101000,"B","approved"
150000,121000,"W","approved"
66000,30000,"W","approved"
52000,27000,"W","approved"
68000,22000,"W","approved"
55000,40000,"W","approved"
360000,89000,"W","approved"
198000,39000,"W","denied"
72000,71000,"W","approved"
84000,91000,"W","approved"
180000,56000,"W","approved"
281000,140000,"W","approved"
328000,150000,"B","denied"
84000,105000,"W","approved"
92000,61000,"W","approved"
165000,44000,"W","approved"
25000,29000,"W","approved"
182000,74000,"W","approved"
95000,26000,"W","denied"
1e+05,35000,"W","approved"
35000,10000,"O","approved"
104000,45000,"B","approved"
124000,43000,"W","denied"
257000,126000,"W","approved"
168000,33000,"W","approved"
69000,55000,"W","denied"
80000,48000,"W","approved"
101000,108000,"A","approved"
44000,26000,"W","approved"
72000,32000,"W","approved"
166000,45000,"W","approved"
222000,75000,"W","denied"
144000,94000,"B","approved"
75000,43000,"W","approved"
145000,122000,"W","approved"
70000,61000,"W","denied"
110000,123000,"W","approved"
354000,120000,"A","approved"
241000,139000,"B","approved"
76000,22000,"B","approved"
118000,98000,"B","approved"
57000,35000,"W","approved"
55000,28000,"W","denied"
40000,29000,"W","approved"
195000,84000,"W","approved"
75000,110000,"W","denied"
150000,109000,"W","denied"
50000,52000,"W","approved"
138000,38000,"W","approved"
131000,114000,"B","approved"
140000,83000,"W","approved"
143000,67000,"A","approved"
116000,33000,"W","approved"
17000,13000,"W","approved"
34000,24000,"W","approved"
110000,58000,"W","approved"
120000,33000,"W","approved"
44000,48000,"W","approved"
49000,41000,"W","approved"
121000,29000,"W","approved"
135000,84000,"W","approved"
1e+05,53000,"W","approved"
10000,52000,"W","approved"
82000,17000,"W","approved"
50000,31000,"W","approved"
133000,82000,"W","approved"
38000,44000,"W","approved"
266000,53000,"W","approved"
143000,49000,"W","approved"
156000,16000,"W","approved"
62000,42000,"W","approved"
123000,52000,"W","approved"
44000,16000,"W","approved"
22000,33000,"W","approved"
417000,207000,"W","denied"
204000,83000,"W","approved"
102000,37000,"W","approved"
236000,87000,"W","approved"
62000,43000,"W","approved"
242000,110000,"W","approved"
101000,47000,"W","approved"
55000,43000,"W","approved"
104000,103000,"A","approved"
192000,64000,"W","approved"
51000,45000,"B","denied"
23000,17000,"W","denied"
235000,147000,"W","approved"
40000,25000,"W","approved"
28000,12000,"W","approved"
94000,31000,"W","approved"
394000,145000,"W","approved"
212000,97000,"W","approved"
27000,38000,"B","approved"
69000,48000,"W","approved"
47000,41000,"W","approved"
76000,26000,"B","denied"
50000,52000,"W","denied"
66000,34000,"W","denied"
70000,40000,"W","denied"
158000,80000,"W","approved"
32000,75000,"W","approved"
85000,44000,"W","approved"
87000,71000,"W","approved"
88000,34000,"O","approved"
110000,26000,"W","approved"
57000,28000,"W","approved"
45000,33000,"W","approved"
170000,109000,"W","approved"
50000,34000,"W","denied"
344000,89000,"W","denied"
90000,40000,"W","denied"
188000,53000,"W","denied"
75000,31000,"W","approved"
106000,43000,"W","approved"
30000,35000,"W","approved"
210000,95000,"W","approved"
179000,54000,"B","approved"
33000,49000,"W","approved"
172000,54000,"W","approved"
60000,34000,"W","approved"
58000,37000,"W","approved"
39000,41000,"W","approved"
131000,53000,"A","approved"
132000,130000,"B","approved"
188000,69000,"W","approved"
44000,27000,"W","denied"
105000,44000,"B","approved"
80000,51000,"W","approved"
92000,56000,"W","approved"
215000,54000,"W","denied"
80000,91000,"W","approved"
83000,2e+05,"W","denied"
121000,47000,"O","approved"
80000,32000,"W","approved"
67000,23000,"B","approved"
104000,77000,"W","approved"
192000,29000,"W","approved"
125000,70000,"W","approved"
60000,23000,"W","approved"
90000,60000,"W","approved"
40000,18000,"W","approved"
162000,42000,"A","approved"
72000,50000,"W","approved"
162000,62000,"W","approved"
118000,38000,"B","approved"
82000,35000,"W","approved"
65000,33000,"W","approved"
35000,48000,"W","approved"
55000,41000,"A","approved"
239000,65000,"O","approved"
312000,120000,"B","approved"
65000,61000,"O","approved"
27000,14000,"W","approved"
332000,68000,"W","approved"
245000,124000,"W","approved"
52000,12000,"W","approved"
240000,86000,"W","approved"
129000,57000,"W","approved"
104000,38000,"W","approved"
81000,47000,"B","denied"
73000,80000,"A","approved"
208000,66000,"W","approved"
242000,116000,"W","approved"
85000,32000,"W","denied"
2e+05,54000,"W","approved"
168000,61000,"W","approved"
62000,49000,"W","approved"
94000,82000,"W","approved"
109000,28000,"W","approved"
109000,60000,"W","denied"
350000,73000,"B","denied"
97000,46000,"W","approved"
71000,63000,"W","approved"
1e+05,83000,"W","approved"
54000,37000,"W","approved"
106000,50000,"W","approved"
104000,73000,"W","approved"
1e+05,27000,"W","approved"
110000,60000,"W","approved"
103000,66000,"A","approved"
71000,35000,"W","approved"
45000,20000,"A","approved"
76000,25000,"W","approved"
136000,55000,"W","approved"
97000,53000,"W","denied"
36000,15000,"W","approved"
113000,45000,"W","approved"
37000,13000,"W","denied"
121000,70000,"W","approved"
66000,38000,"W","approved"
185000,45000,"W","approved"
119000,35000,"W","approved"
68000,45000,"A","approved"
169000,128000,"W","approved"
73000,33000,"W","approved"
58000,53000,"W","approved"
159000,43000,"W","approved"
84000,50000,"W","approved"
85000,42000,"W","denied"
104000,45000,"W","approved"
127000,74000,"O","approved"
3e+05,60000,"W","approved"
281000,91000,"W","approved"
1e+05,28000,"W","approved"
107000,40000,"W","approved"
116000,41000,"W","approved"
60000,18000,"W","approved"
39000,41000,"W","approved"
60000,48000,"B","approved"
112000,36000,"W","approved"
48000,68000,"W","approved"
98000,43000,"W","approved"
2e+05,62000,"W","approved"
340000,350000,"W","approved"
3e+05,480000,"W","approved"
89000,96000,"B","approved"
288000,185000,"W","approved"
468000,184000,"W","denied"
481000,226000,"W","approved"
720000,359000,"W","approved"
593000,156000,"W","approved"
176000,45000,"W","approved"
80000,18000,"O","denied"
1200000,3025000,"W","denied"
7e+05,89000,"W","approved"
210000,65000,"W","approved"
156000,101000,"W","approved"
404000,119000,"W","approved"
60000,27000,"W","approved"
56000,29000,"W","approved"
142000,41000,"W","denied"
180000,49000,"W","approved"
225000,288000,"W","approved"
112000,73000,"W","approved"
